claim_id,video_id,channel_id,claimant_id,claim_date,video_upload_date,claim_type,status,resolution_days,action_taken,region,video_views,video_duration_seconds,content_category,estimated_revenue_impact,counter_notice_filed,is_suspicious,days_since_upload,abuse_score,manual_review_required,reviewer_id,review_accuracy
CLAIM_00019193,VID_00003796,CH_00013809,CLMT_00000439,2023-06-27,2023-06-04,Audiovisual,Active,,Mute,US,1570,1226,Gaming,0.0,False,False,23,22,False,REV_081,True
CLAIM_00019194,VID_00005774,CH_00002257,CLMT_00002908,2022-10-20,2022-10-02,Audio,Active,,Block,US,6055,104,Music,0.0,False,False,18,12,False,REV_127,False
CLAIM_00019195,VID_00015229,CH_00016053,CLMT_00003421,2023-09-07,2023-06-05,Audiovisual,Expired,45.0,Track,EU,38207,525,Music,0.0,False,False,94,8,False,REV_151,True
CLAIM_00019196,VID_00010450,CH_00006482,CLMT_00004662,2024-02-28,2023-09-11,Thumbnail,Disputed,,Monetize,EU,33884,66,Music,1827.24,True,False,170,38,True,REV_126,True
CLAIM_00019197,VID_00021647,CH_00014069,CLMT_00002418,2023-06-24,2023-03-07,Audio,Resolved,82.0,Block,LATAM,17777,55,Sports,0.0,False,False,109,2,False,REV_165,False
CLAIM_00019198,VID_00003721,CH_00006129,CLMT_00004906,2024-04-20,2023-12-16,Audio,Active,,Monetize,LATAM,308,674,Sports,2137.46,False,False,126,7,False,REV_075,True
CLAIM_00019199,VID_00011390,CH_00019258,CLMT_00000304,2024-09-17,2024-08-12,Audiovisual,Resolved,67.0,Monetize,APAC,49,430,Gaming,2787.98,False,False,36,15,False,REV_029,False
CLAIM_00019200,VID_00022839,CH_00004771,CLMT_00002302,2024-05-29,2024-02-21,Audio,Resolved,90.0,Block,MEA,9525,120,Music,0.0,False,False,98,10,False,REV_041,True
CLAIM_00019201,VID_00013045,CH_00009552,CLMT_00002670,2024-04-25,2023-05-12,Audio,Active,,Block,US,4155,134,Music,0.0,False,False,349,9,False,REV_176,True
CLAIM_00019202,VID_00023096,CH_00010527,CLMT_00003624,2022-12-06,2022-08-31,Audio,Expired,50.0,Monetize,US,2691046,218,Entertainment,710.33,False,False,97,20,False,REV_036,True
CLAIM_00019203,VID_00004197,CH_00019603,CLMT_00004480,2023-07-02,2023-05-08,Audiovisual,Resolved,70.0,Monetize,US,326,111,News,1578.3,False,False,55,25,False,REV_177,True
CLAIM_00019204,VID_00025353,CH_00017866,CLMT_00004516,2023-03-21,2022-08-09,Audio,Expired,15.0,Monetize,US,66,322,Music,3805.46,False,False,224,23,False,REV_004,True
CLAIM_00019205,VID_00028907,CH_00018750,CLMT_00002250,2024-07-03,2024-05-13,Visual,Resolved,66.0,Block,APAC,26152,174,Music,0.0,False,False,51,26,False,REV_074,False
CLAIM_00019206,VID_00015852,CH_00015424,CLMT_00004030,2022-11-18,2022-10-23,Audiovisual,Resolved,19.0,Monetize,EU,3545,241,Sports,3408.31,True,False,26,9,True,REV_179,True
CLAIM_00019207,VID_00027530,CH_00014762,CLMT_00000972,2023-07-30,2022-08-15,Thumbnail,Resolved,74.0,Track,EU,980,109,Sports,0.0,True,False,349,29,True,REV_192,True
CLAIM_00019208,VID_00026370,CH_00014906,CLMT_00002116,2023-12-11,2023-01-25,Thumbnail,Active,,Block,APAC,63,387,News,0.0,True,False,320,34,True,REV_187,True
CLAIM_00019209,VID_00028312,CH_00006406,CLMT_00001721,2024-09-06,2024-01-06,Visual,Disputed,,Track,APAC,1011,402,Music,0.0,False,False,244,27,False,REV_081,True
CLAIM_00019210,VID_00016030,CH_00017823,CLMT_00002897,2023-08-22,2022-12-26,Thumbnail,Resolved,16.0,Block,US,781,710,Music,0.0,False,False,239,6,False,REV_052,False
CLAIM_00019211,VID_00019696,CH_00005974,CLMT_00000600,2023-02-06,2022-11-24,Audio,Resolved,47.0,Mute,APAC,51452,243,Music,0.0,False,False,74,7,False,REV_166,True
CLAIM_00019212,VID_00013501,CH_00009855,CLMT_00001437,2023-01-25,2022-12-27,Audiovisual,Active,,Monetize,EU,15906,139,Entertainment,4182.44,False,False,29,18,False,REV_039,True
CLAIM_00019213,VID_00022519,CH_00006366,CLMT_00000110,2024-04-22,2023-11-17,Audiovisual,Resolved,9.0,Block,US,9587,134,Sports,0.0,False,False,157,23,False,REV_039,True
CLAIM_00019214,VID_00007696,CH_00016465,CLMT_00000383,2022-11-09,2022-09-06,Audio,Resolved,38.0,Monetize,APAC,29367,77,Music,3645.28,False,False,64,38,False,REV_061,True
CLAIM_00019215,VID_00000950,CH_00005119,CLMT_00002283,2024-08-28,2023-09-28,Audiovisual,Resolved,61.0,Monetize,US,3147,178,Entertainment,4728.66,False,False,335,27,False,REV_070,True
CLAIM_00019216,VID_00009534,CH_00002099,CLMT_00002821,2024-02-11,2023-07-19,Audio,Disputed,,Monetize,MEA,3166,561,Music,1027.76,False,False,207,27,False,REV_143,True
CLAIM_00019217,VID_00008780,CH_00009155,CLMT_00001015,2024-01-19,2023-03-01,Audiovisual,Expired,61.0,Monetize,LATAM,786,115,Gaming,4038.63,False,False,324,38,False,REV_005,True
CLAIM_00019218,VID_00016630,CH_00014162,CLMT_00002588,2023-02-14,2023-01-15,Visual,Active,,Block,US,302,446,Lifestyle,0.0,False,False,30,8,False,REV_163,True
CLAIM_00019219,VID_00007049,CH_00005446,CLMT_00004167,2023-09-23,2023-04-02,Audiovisual,Active,,Track,EU,10542,273,Sports,0.0,False,False,174,10,False,REV_120,True
CLAIM_00019220,VID_00029158,CH_00019465,CLMT_00001445,2022-11-27,2022-11-15,Audio,Resolved,33.0,Monetize,MEA,124626,330,Technology,3089.63,False,False,12,15,False,REV_068,True
CLAIM_00019221,VID_00027886,CH_00005243,CLMT_00004483,2024-07-18,2023-10-04,Audio,Active,,Mute,LATAM,1334,3578,Entertainment,0.0,False,False,288,11,False,REV_038,True
CLAIM_00019222,VID_00025652,CH_00005432,CLMT_00002534,2024-08-26,2024-04-03,Thumbnail,Disputed,,Monetize,EU,2412,5,Music,3043.22,True,False,145,6,True,REV_054,True
CLAIM_00019223,VID_00013403,CH_00006098,CLMT_00001814,2024-09-11,2024-06-27,Audiovisual,Resolved,70.0,Block,APAC,5182,719,Sports,0.0,False,False,76,0,False,REV_176,True
CLAIM_00019224,VID_00001993,CH_00005264,CLMT_00003211,2023-08-08,2022-12-18,Thumbnail,Active,,Monetize,APAC,25576,265,Gaming,29.87,True,False,233,36,True,REV_163,True
CLAIM_00019225,VID_00018425,CH_00017370,CLMT_00002703,2023-09-16,2022-11-02,Audio,Disputed,,Mute,US,29525,248,Music,0.0,False,False,318,14,False,REV_069,True
CLAIM_00019226,VID_00025291,CH_00007311,CLMT_00003556,2024-05-17,2023-07-26,Audio,Resolved,79.0,Monetize,EU,20785,506,Music,3435.6,True,False,296,36,True,REV_064,True
CLAIM_00019227,VID_00010591,CH_00006449,CLMT_00004152,2024-04-09,2023-10-26,Audiovisual,Active,,Monetize,APAC,49818,239,Entertainment,546.31,False,False,166,24,False,REV_105,True
CLAIM_00019228,VID_00008573,CH_00017107,CLMT_00003031,2024-02-06,2023-07-15,Visual,Active,,Block,US,2493,595,Entertainment,0.0,False,False,206,28,False,REV_001,True
CLAIM_00019229,VID_00022119,CH_00002711,CLMT_00004493,2024-07-18,2023-08-09,Audio,Disputed,,Block,US,14511,463,Gaming,0.0,False,False,344,32,False,REV_068,True
CLAIM_00019230,VID_00010408,CH_00006451,CLMT_00003184,2024-09-14,2023-11-04,Audiovisual,Active,,Monetize,EU,336,212,Entertainment,2031.13,False,False,315,19,False,REV_198,True
CLAIM_00019231,VID_00013476,CH_00016388,CLMT_00003956,2023-06-11,2022-06-21,Visual,Expired,64.0,Track,APAC,29,252,News,0.0,False,False,355,37,False,REV_104,True
CLAIM_00019232,VID_00012825,CH_00010664,CLMT_00002104,2023-10-02,2023-01-17,Audio,Resolved,57.0,Monetize,MEA,49,664,News,540.74,True,True,258,70,True,REV_045,True
CLAIM_00019233,VID_00026511,CH_00005787,CLMT_00002169,2024-07-02,2023-10-03,Audio,Active,,Monetize,LATAM,84,89,Entertainment,1651.06,True,False,273,10,True,REV_069,True
CLAIM_00019234,VID_00014482,CH_00005353,CLMT_00001873,2022-12-10,2022-09-25,Audiovisual,Resolved,59.0,Monetize,APAC,38868,51,Entertainment,967.92,False,False,76,34,False,REV_118,True
CLAIM_00019235,VID_00013933,CH_00007127,CLMT_00000241,2023-01-02,2022-07-24,Audiovisual,Active,,Monetize,US,31886,546,Sports,417.68,False,False,162,15,False,REV_172,True
CLAIM_00019236,VID_00013064,CH_00011071,CLMT_00001230,2023-06-30,2022-11-12,Visual,Disputed,,Mute,MEA,90,411,Entertainment,0.0,False,False,230,39,False,REV_164,True
CLAIM_00019237,VID_00008543,CH_00019707,CLMT_00003697,2024-07-28,2024-01-27,Audiovisual,Resolved,77.0,Monetize,APAC,274865,57,Entertainment,1179.68,False,False,183,30,False,REV_016,True
CLAIM_00019238,VID_00029897,CH_00000916,CLMT_00004199,2024-08-22,2023-09-25,Audio,Expired,43.0,Block,APAC,2345,356,Entertainment,0.0,False,False,332,23,False,REV_092,True
CLAIM_00019239,VID_00001791,CH_00012609,CLMT_00000796,2023-11-10,2023-08-19,Audiovisual,Resolved,2.0,Mute,LATAM,250,970,Entertainment,0.0,False,False,83,27,False,REV_130,True
CLAIM_00019240,VID_00008793,CH_00004737,CLMT_00000640,2022-10-14,2022-08-05,Audiovisual,Active,,Track,EU,682,2071,Education,0.0,False,False,70,10,False,REV_080,True
CLAIM_00019241,VID_00015910,CH_00015904,CLMT_00003764,2022-10-18,2022-07-10,Audiovisual,Resolved,89.0,Block,EU,1675,326,Education,0.0,False,False,100,27,False,REV_022,True
CLAIM_00019242,VID_00023862,CH_00000899,CLMT_00002524,2022-11-30,2022-03-16,Audio,Resolved,71.0,Monetize,US,3639,131,Music,1621.26,False,False,259,16,False,REV_117,False
CLAIM_00019243,VID_00007175,CH_00019036,CLMT_00002724,2023-04-17,2022-09-05,Audiovisual,Retracted,75.0,Block,EU,289,373,Entertainment,0.0,False,False,224,36,False,REV_096,True
CLAIM_00019244,VID_00011136,CH_00009545,CLMT_00003578,2023-11-02,2023-05-23,Audiovisual,Resolved,83.0,Monetize,APAC,2086,771,Music,645.49,True,False,163,17,True,REV_180,True
CLAIM_00019245,VID_00020850,CH_00001389,CLMT_00000885,2023-04-04,2022-05-26,Thumbnail,Resolved,25.0,Monetize,US,3941,31,Gaming,4859.94,False,False,313,0,False,REV_118,True
CLAIM_00019246,VID_00026822,CH_00003143,CLMT_00004246,2024-02-20,2023-08-06,Thumbnail,Active,,Track,LATAM,100711,185,Education,0.0,False,False,198,35,False,REV_114,True
CLAIM_00019247,VID_00001496,CH_00009107,CLMT_00002721,2023-02-02,2022-05-13,Audiovisual,Active,,Block,APAC,73369,860,Entertainment,0.0,False,False,265,31,False,REV_129,True
CLAIM_00019248,VID_00010110,CH_00009808,CLMT_00000524,2023-04-21,2022-07-10,Audio,Resolved,35.0,Mute,APAC,1652,69,Film,0.0,False,False,285,35,False,REV_005,True
CLAIM_00019249,VID_00014669,CH_00002439,CLMT_00001349,2022-10-23,2022-06-19,Thumbnail,Resolved,5.0,Mute,LATAM,40962,339,Education,0.0,True,False,126,5,True,REV_013,True
CLAIM_00019250,VID_00013429,CH_00005629,CLMT_00000188,2024-03-17,2023-08-12,Audiovisual,Resolved,53.0,Monetize,US,5558,334,Gaming,1936.63,True,False,218,3,True,REV_145,True
CLAIM_00019251,VID_00007252,CH_00010208,CLMT_00003060,2024-09-17,2024-05-05,Audiovisual,Resolved,1.0,Block,EU,4036,3487,Gaming,0.0,False,True,135,80,True,REV_044,True
CLAIM_00019252,VID_00018760,CH_00011089,CLMT_00002147,2023-05-16,2023-01-08,Visual,Active,,Block,EU,336,504,Gaming,0.0,False,False,128,15,False,REV_002,True
CLAIM_00019253,VID_00028693,CH_00005257,CLMT_00000308,2024-01-28,2023-10-17,Audio,Resolved,74.0,Monetize,US,21673,168,Music,1762.95,True,False,103,35,True,REV_156,True
CLAIM_00019254,VID_00005458,CH_00006080,CLMT_00002197,2023-07-13,2022-07-29,Visual,Active,,Block,EU,16332,71,Entertainment,0.0,False,False,349,13,False,REV_080,True
CLAIM_00019255,VID_00017565,CH_00019342,CLMT_00004162,2024-09-08,2024-05-16,Audio,Resolved,31.0,Monetize,LATAM,60,260,Education,4523.41,False,False,115,9,False,REV_198,True
CLAIM_00019256,VID_00006757,CH_00005074,CLMT_00001621,2022-12-16,2022-12-02,Visual,Active,,Track,LATAM,712,191,Gaming,0.0,False,False,14,34,False,REV_099,True
CLAIM_00019257,VID_00025545,CH_00008246,CLMT_00002558,2023-06-24,2022-07-13,Audiovisual,Resolved,47.0,Mute,LATAM,11184,53,Music,0.0,False,False,346,17,False,REV_174,True
CLAIM_00019258,VID_00020490,CH_00012114,CLMT_00002868,2022-11-30,2022-04-14,Audio,Active,,Monetize,US,623,219,Music,3254.14,False,False,230,17,False,REV_151,True
CLAIM_00019259,VID_00003615,CH_00012710,CLMT_00003793,2024-08-22,2024-05-24,Audio,Retracted,52.0,Block,US,197458,159,Music,0.0,False,False,90,0,False,REV_139,True
CLAIM_00019260,VID_00020097,CH_00014509,CLMT_00003483,2023-11-16,2022-11-17,Audio,Resolved,6.0,Block,APAC,211,61,Music,0.0,False,False,364,10,False,REV_078,True
CLAIM_00019261,VID_00020014,CH_00000862,CLMT_00004410,2024-08-27,2024-01-26,Visual,Resolved,27.0,Monetize,US,191,213,Technology,4791.48,False,False,214,9,False,REV_125,True
CLAIM_00019262,VID_00010804,CH_00017119,CLMT_00001081,2023-04-02,2022-05-06,Thumbnail,Disputed,,Monetize,US,19239,101,Education,2633.17,False,False,331,38,False,REV_172,True
CLAIM_00019263,VID_00004235,CH_00018590,CLMT_00002816,2022-12-05,2022-09-06,Audio,Active,,Track,US,1149,248,Entertainment,0.0,False,False,90,2,False,REV_140,True
CLAIM_00019264,VID_00019824,CH_00007226,CLMT_00002508,2022-12-27,2021-12-28,Audio,Resolved,12.0,Monetize,LATAM,341,277,Music,169.1,True,False,364,4,True,REV_174,True
CLAIM_00019265,VID_00017688,CH_00018851,CLMT_00000553,2023-03-24,2022-06-09,Audiovisual,Disputed,,Track,MEA,2018,126,Entertainment,0.0,False,False,288,1,False,REV_044,True
CLAIM_00019266,VID_00000653,CH_00007429,CLMT_00001832,2023-12-18,2023-10-13,Audiovisual,Resolved,90.0,Block,EU,16709,552,Education,0.0,False,False,66,37,False,REV_095,True
CLAIM_00019267,VID_00023666,CH_00011419,CLMT_00001385,2023-10-18,2023-07-19,Audio,Active,,Block,APAC,277047,310,Music,0.0,False,False,91,17,False,REV_003,True
CLAIM_00019268,VID_00000692,CH_00001134,CLMT_00000596,2022-11-27,2022-03-15,Audiovisual,Active,,Monetize,EU,23569,953,Film,2930.9,False,False,257,38,False,REV_143,False
CLAIM_00019269,VID_00026294,CH_00009161,CLMT_00002326,2024-06-16,2023-12-02,Audiovisual,Active,,Track,MEA,91824,1450,Education,0.0,False,False,197,28,False,REV_082,True
CLAIM_00019270,VID_00012426,CH_00013599,CLMT_00003508,2022-10-25,2022-05-17,Audiovisual,Resolved,16.0,Monetize,LATAM,3996,192,Sports,559.84,False,False,161,37,False,REV_095,True
CLAIM_00019271,VID_00002958,CH_00005121,CLMT_00000289,2023-09-11,2022-12-29,Visual,Active,,Mute,EU,7615,3251,Education,0.0,False,False,256,2,False,REV_079,True
CLAIM_00019272,VID_00025574,CH_00006199,CLMT_00003913,2024-01-21,2023-11-18,Thumbnail,Resolved,71.0,Monetize,APAC,39195,113,Lifestyle,3605.6,False,False,64,37,False,REV_082,True
CLAIM_00019273,VID_00023093,CH_00006443,CLMT_00003895,2023-07-29,2022-09-30,Audio,Resolved,69.0,Monetize,US,20792,63,Education,2940.25,True,False,302,1,True,REV_077,True
CLAIM_00019274,VID_00010922,CH_00015044,CLMT_00004607,2024-07-11,2024-01-01,Audio,Disputed,,Monetize,EU,36550,157,Music,2621.32,False,True,192,99,True,REV_071,True
CLAIM_00019275,VID_00029892,CH_00009121,CLMT_00000623,2023-10-22,2022-12-24,Visual,Resolved,46.0,Monetize,EU,3020,417,Music,3953.02,False,False,302,0,False,REV_193,True
CLAIM_00019276,VID_00011558,CH_00003701,CLMT_00004594,2022-10-13,2021-10-27,Visual,Retracted,28.0,Track,US,164,142,Entertainment,0.0,False,False,351,27,False,REV_174,True
CLAIM_00019277,VID_00025128,CH_00011548,CLMT_00002334,2024-01-08,2023-11-02,Audiovisual,Resolved,39.0,Monetize,US,162,291,Music,2435.93,True,False,67,7,True,REV_097,True
CLAIM_00019278,VID_00025101,CH_00006448,CLMT_00001666,2022-10-22,2021-12-11,Audiovisual,Resolved,84.0,Track,EU,2277,352,Entertainment,0.0,False,False,315,4,False,REV_105,True
CLAIM_00019279,VID_00018118,CH_00011207,CLMT_00004940,2024-06-02,2024-05-15,Audio,Active,,Block,APAC,89,169,Gaming,0.0,False,False,18,21,False,REV_172,True
CLAIM_00019280,VID_00002080,CH_00018115,CLMT_00001853,2022-12-30,2022-12-26,Visual,Active,,Block,LATAM,1884,1569,Music,0.0,True,False,4,36,True,REV_020,True
CLAIM_00019281,VID_00021461,CH_00007678,CLMT_00003020,2024-02-16,2023-06-13,Visual,Disputed,,Track,US,916,146,Music,0.0,False,False,248,10,False,REV_152,True
CLAIM_00019282,VID_00001613,CH_00006791,CLMT_00003612,2023-03-15,2022-07-21,Thumbnail,Resolved,59.0,Block,EU,6736,227,Music,0.0,False,True,237,98,True,REV_121,True
CLAIM_00019283,VID_00016996,CH_00017115,CLMT_00004487,2024-01-03,2023-11-20,Audiovisual,Retracted,2.0,Monetize,APAC,1122989,35,Music,4432.74,False,False,44,13,False,REV_002,True
CLAIM_00019284,VID_00006897,CH_00014641,CLMT_00002121,2024-02-14,2023-02-19,Audiovisual,Disputed,,Track,APAC,722,657,Lifestyle,0.0,False,False,360,28,False,REV_017,False
CLAIM_00019285,VID_00011866,CH_00016662,CLMT_00003624,2023-01-20,2022-05-27,Audiovisual,Resolved,66.0,Monetize,US,1512,317,Music,186.99,False,False,238,18,False,REV_033,True
CLAIM_00019286,VID_00017547,CH_00019088,CLMT_00003355,2024-08-26,2023-09-05,Audiovisual,Disputed,,Monetize,EU,1413,380,Gaming,1419.68,False,False,356,30,False,REV_181,True
CLAIM_00019287,VID_00006503,CH_00011968,CLMT_00002860,2024-02-25,2023-07-15,Audiovisual,Resolved,83.0,Block,US,2652,918,Technology,0.0,True,False,225,5,True,REV_143,True
CLAIM_00019288,VID_00005145,CH_00002612,CLMT_00000020,2023-03-10,2022-12-02,Audio,Active,,Monetize,EU,54,999,News,4575.7,False,False,98,14,False,REV_016,True
CLAIM_00019289,VID_00027465,CH_00019970,CLMT_00002788,2023-08-11,2023-05-12,Audiovisual,Active,,Block,EU,2610,194,Music,0.0,False,False,91,14,False,REV_028,True
CLAIM_00019290,VID_00017554,CH_00000709,CLMT_00002439,2023-04-10,2023-01-14,Audiovisual,Disputed,,Block,US,885295,382,Sports,0.0,False,False,86,34,False,REV_013,True
CLAIM_00019291,VID_00012961,CH_00011153,CLMT_00004096,2024-04-20,2024-04-18,Audiovisual,Resolved,56.0,Monetize,EU,501094,219,Entertainment,759.21,False,False,2,23,False,REV_125,True
CLAIM_00019292,VID_00028172,CH_00007940,CLMT_00003079,2022-12-27,2022-12-07,Thumbnail,Resolved,15.0,Monetize,US,3686,105,Music,4840.93,False,False,20,32,False,REV_076,True
CLAIM_00019293,VID_00023522,CH_00001058,CLMT_00004062,2024-05-16,2024-04-30,Audiovisual,Active,,Monetize,LATAM,39286,96,Gaming,3660.08,False,False,16,6,False,REV_073,True
CLAIM_00019294,VID_00007515,CH_00018983,CLMT_00002165,2023-03-10,2022-11-15,Audiovisual,Disputed,,Monetize,MEA,2667,281,Entertainment,3474.37,False,False,115,7,False,REV_114,True
CLAIM_00019295,VID_00009509,CH_00008781,CLMT_00002186,2024-09-08,2023-11-30,Thumbnail,Disputed,,Monetize,EU,3706,244,Entertainment,2494.47,False,False,283,30,False,REV_147,True
CLAIM_00019296,VID_00026257,CH_00011151,CLMT_00002758,2023-09-17,2022-12-17,Audio,Resolved,10.0,Monetize,US,24906,48,Entertainment,2682.25,False,False,274,2,False,REV_120,True
CLAIM_00019297,VID_00005289,CH_00018396,CLMT_00001752,2023-12-27,2023-06-12,Visual,Resolved,48.0,Monetize,APAC,2326,104,Gaming,1363.09,False,False,198,36,False,REV_013,True
CLAIM_00019298,VID_00029841,CH_00015802,CLMT_00000671,2024-06-04,2023-10-18,Audiovisual,Resolved,15.0,Block,MEA,151831,292,Education,0.0,False,False,230,31,False,REV_164,True
CLAIM_00019299,VID_00012252,CH_00011843,CLMT_00002016,2023-06-20,2022-12-28,Audio,Resolved,42.0,Monetize,US,30,46,Music,2675.53,False,False,174,29,False,REV_073,True
CLAIM_00019300,VID_00010863,CH_00018691,CLMT_00004098,2024-09-06,2023-11-14,Audiovisual,Disputed,,Monetize,US,407,229,Lifestyle,1761.35,False,False,297,19,False,REV_022,True
CLAIM_00019301,VID_00013547,CH_00011324,CLMT_00003418,2022-10-16,2022-06-03,Audiovisual,Expired,41.0,Mute,APAC,10617,210,Gaming,0.0,False,False,135,25,False,REV_098,True
CLAIM_00019302,VID_00007066,CH_00001940,CLMT_00003932,2023-10-24,2023-08-26,Audiovisual,Active,,Monetize,APAC,106,326,Music,2506.42,False,False,59,37,False,REV_011,True
CLAIM_00019303,VID_00018120,CH_00016672,CLMT_00004263,2022-10-17,2022-06-24,Thumbnail,Active,,Monetize,US,242,1131,Entertainment,3312.64,True,False,115,38,True,REV_020,True
CLAIM_00019304,VID_00024030,CH_00006068,CLMT_00001034,2024-04-19,2023-12-21,Audio,Active,,Track,EU,2742,188,Entertainment,0.0,True,False,120,35,True,REV_090,True
CLAIM_00019305,VID_00008150,CH_00011317,CLMT_00001634,2024-05-13,2024-03-01,Audiovisual,Disputed,,Monetize,US,12,531,Music,2490.65,False,False,73,34,False,REV_020,True
CLAIM_00019306,VID_00000447,CH_00015631,CLMT_00003499,2023-01-07,2022-11-15,Audiovisual,Resolved,35.0,Monetize,APAC,67,213,Gaming,3642.36,False,False,53,31,False,REV_053,True
CLAIM_00019307,VID_00001183,CH_00004231,CLMT_00001459,2023-04-28,2023-01-18,Audio,Active,,Monetize,APAC,87,179,Music,4936.69,False,False,100,15,False,REV_064,True
CLAIM_00019308,VID_00027705,CH_00007373,CLMT_00004053,2023-02-03,2023-01-03,Audio,Active,,Monetize,US,4104,110,Gaming,198.46,True,False,31,12,True,REV_153,True
CLAIM_00019309,VID_00000657,CH_00005961,CLMT_00004604,2024-04-10,2023-07-27,Audiovisual,Resolved,50.0,Block,APAC,672,116,Music,0.0,False,False,258,26,False,REV_003,True
CLAIM_00019310,VID_00024744,CH_00006262,CLMT_00002228,2023-06-11,2023-04-25,Audiovisual,Active,,Monetize,US,3791,394,Education,3392.82,True,False,47,1,True,REV_177,False
CLAIM_00019311,VID_00017255,CH_00000460,CLMT_00001210,2024-01-22,2023-10-21,Audiovisual,Active,,Block,LATAM,1623,267,Music,0.0,False,True,93,88,True,REV_023,True
CLAIM_00019312,VID_00003360,CH_00000187,CLMT_00001661,2023-04-26,2023-03-08,Audiovisual,Resolved,56.0,Monetize,LATAM,45188,172,Other,442.19,False,False,49,36,False,REV_113,True
CLAIM_00019313,VID_00016434,CH_00015796,CLMT_00003898,2023-07-19,2022-07-20,Audio,Disputed,,Track,US,166,16,Sports,0.0,False,False,364,15,False,REV_139,True
CLAIM_00019314,VID_00013040,CH_00000147,CLMT_00002426,2023-01-24,2022-02-04,Audio,Active,,Track,LATAM,9468,270,Music,0.0,False,False,354,23,False,REV_078,True
CLAIM_00019315,VID_00025931,CH_00018336,CLMT_00000326,2023-04-17,2022-12-29,Visual,Resolved,23.0,Monetize,APAC,601,761,Sports,1160.88,False,False,109,5,False,REV_190,True
CLAIM_00019316,VID_00015890,CH_00013808,CLMT_00002566,2024-09-29,2024-01-25,Thumbnail,Retracted,54.0,Block,US,3348,93,Education,0.0,False,False,248,12,False,REV_165,True
CLAIM_00019317,VID_00001386,CH_00002296,CLMT_00000741,2023-04-06,2022-12-12,Audio,Active,,Track,US,12,493,Music,0.0,False,False,115,25,False,REV_167,True
CLAIM_00019318,VID_00005143,CH_00018270,CLMT_00003891,2024-01-01,2023-08-10,Thumbnail,Resolved,31.0,Monetize,MEA,60,176,Education,964.08,True,False,144,25,True,REV_049,True
CLAIM_00019319,VID_00009277,CH_00014279,CLMT_00000588,2024-03-23,2023-09-24,Thumbnail,Retracted,55.0,Block,EU,2488,1276,Entertainment,0.0,False,False,181,29,False,REV_003,True
CLAIM_00019320,VID_00009879,CH_00019760,CLMT_00003597,2023-10-12,2022-12-11,Thumbnail,Active,,Mute,APAC,13714,402,Technology,0.0,False,True,305,70,False,REV_180,True
CLAIM_00019321,VID_00000795,CH_00009946,CLMT_00002967,2023-02-09,2022-09-20,Visual,Expired,15.0,Monetize,US,6,368,Film,2534.11,False,False,142,24,False,REV_105,True
CLAIM_00019322,VID_00007537,CH_00016481,CLMT_00003942,2023-01-18,2022-04-24,Thumbnail,Active,,Block,MEA,402,270,Music,0.0,False,False,269,22,False,REV_181,True
CLAIM_00019323,VID_00020695,CH_00009765,CLMT_00001908,2024-07-04,2024-04-23,Visual,Active,,Track,US,200,107,Lifestyle,0.0,False,False,72,17,False,REV_200,True
CLAIM_00019324,VID_00025311,CH_00012905,CLMT_00001282,2024-01-18,2023-03-03,Audio,Disputed,,Block,US,2445,856,Music,0.0,False,True,321,87,True,REV_021,True
CLAIM_00019325,VID_00022547,CH_00014955,CLMT_00001199,2024-07-28,2024-02-15,Audio,Resolved,38.0,Mute,LATAM,64085,133,Gaming,0.0,True,False,164,29,True,REV_051,True
CLAIM_00019326,VID_00008104,CH_00009344,CLMT_00004540,2022-10-29,2022-09-03,Audiovisual,Resolved,45.0,Track,US,4210,174,Lifestyle,0.0,False,False,56,33,False,REV_051,True
CLAIM_00019327,VID_00001107,CH_00015283,CLMT_00001582,2022-12-01,2022-02-16,Audio,Resolved,61.0,Mute,LATAM,1483,715,Music,0.0,True,True,288,66,True,REV_095,True
CLAIM_00019328,VID_00008928,CH_00011472,CLMT_00003549,2024-06-12,2024-04-11,Audiovisual,Resolved,9.0,Monetize,US,379,752,Other,2399.43,False,False,62,20,False,REV_163,True
CLAIM_00019329,VID_00024574,CH_00005512,CLMT_00000901,2023-11-24,2023-08-09,Audio,Active,,Block,APAC,3755,124,Entertainment,0.0,True,True,107,92,True,REV_022,True
CLAIM_00019330,VID_00004052,CH_00003211,CLMT_00001618,2024-07-04,2024-02-20,Audio,Active,,Monetize,EU,809354,86,Entertainment,2031.78,False,False,135,13,False,REV_004,True
CLAIM_00019331,VID_00026641,CH_00008811,CLMT_00004266,2024-07-04,2024-02-14,Audio,Resolved,73.0,Block,US,12127,389,Gaming,0.0,False,False,141,1,False,REV_150,True
CLAIM_00019332,VID_00025692,CH_00017948,CLMT_00000898,2023-05-20,2023-04-08,Audiovisual,Active,,Monetize,APAC,1757,187,Education,3283.47,False,False,42,38,False,REV_017,True
CLAIM_00019333,VID_00012382,CH_00008180,CLMT_00002528,2024-03-07,2024-02-07,Audiovisual,Disputed,,Monetize,APAC,49,191,News,4906.74,False,False,29,31,False,REV_117,True
CLAIM_00019334,VID_00021473,CH_00012018,CLMT_00001493,2024-01-24,2023-05-21,Audiovisual,Expired,51.0,Monetize,EU,160420,30,Music,3007.04,False,False,248,34,False,REV_103,True
